RespondentID,Support Region,Current Role,Current Role Other,Time with company,Supervisor,Supervise supervisors,Location,Location (Other),Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,Other,Q7. Other,What do you believe is the PRIMARY attribute that differentiates Exterran or makes us better than other companies in the industry?,Have you spoken with an Exterran customer or potential customer in the past 6 months?,Please tell us how strongly you agree or disagree with the following statement: I have the tools I need to talk about Exterran's advantages with customers and potential customers.,Talking points/messages,Print advertising,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,Other,Reasons 1 Code,Reason 1 Translated,Reason 1 Code 1,Reason 1 Code 2,Reason 2 ,Reason 2 Translated,Reason 2 Code 1,Reason 2 Code 2,Reason 3,Reason 3 Translated,Reason 3 Code 1,Reason 3 Code 2,"In your experience, What do customers most frequently tell you is the main reason that they choose Exterran over other providers?",Otherpleasespecify_B,"In your opinion, If a customer does not choose Exterran, what is the main reason they are likely to choose another provider?",Q14 Translated,Q14 Code 1,Q14 Code 2,Q14 Code 3
2007205365,Eastern Hemisphere (EH Region),Sales/Business Development,,6 to 10 years,Yes,No,Switzerland,,,,Market Leadership,,Performance,Quality,Global presence,Reputation,,Expertise of people,,,,,,Reputation,Yes,Strongly disagree,Talking points/messages,,Video (mobile),PowerPoint Slides,,,,we are the largest company in our sector,,Large company,,we have the local suport you need,,Global support,,we have a wide range of experts ready to help with issues,,Technical experts,,,None have ever told me this,Price,,Price,,
2007257481,North America (NA Region),Sales/Business Development,partsman,Less than 1 year,No,,Canada,,Customer service,,Market Leadership,,Performance,Quality,,,Experience in industry,Expertise of people,,,Competitive pricing,,,Global presence,Yes,Somewhat disagree,Talking points/messages,,,,Product brochures,Technical literature,,we continuously strive to be the leader in customer service,,Customer service focused,,strategically placed service teams meet the needs of our customers,,Global support,,we have a vast inventory which supports our customers needs,,Large inventory/fleet,Customer service focused,Quality,,personal alliances or price,,Previous Relationship with Competitor,Price,
2018349056,Latin American (LA Region),Sales/Business Development,,1 to 5 years,Yes,Yes,Colombia,,Customer service,,,,,,Global presence,,,Expertise of people,,,Competitive pricing,,,Reputation,Yes,Somewhat agree,Talking points/messages,Print advertising,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,,we have good prices,,Best Price/Competitive Price,,we have experienced personnel,,Experience/industry knowledge,,we have a strong financial backing,,Other,,Quality,,delivery and price,,Price,Delivery,
2008185373,North America (NA Region),Field Operations,,6 to 10 years,Yes,Yes,"Gaylord, MI",,Customer service,,,Reliability,Performance,,,Reputation,Experience in industry,Expertise of people,,,,,,Market leadership,Yes,Somewhat agree,Talking points/messages,,,,,,,We have a strong experienced team,,Well-trained/qualified personnel,,We have a wide variety of products and services to offer,,Range of products,Range of capabilities,We have a large available fleet to make quick deliveries,,Large inventory/fleet,Timely delivery,Technical competence,,relationships,,Previous Relationship with Competitor,,
2007241616,North America (NA Region),Fabrication/Shop,,6 to 10 years,Yes,Yes,"Farmington, NM",,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,,,,Speed in delivery,Competitive pricing,,,Reliability,Yes,Somewhat agree,Talking points/messages,,,,,Technical literature,,We are strict on safety in the shop and enforce it,,Safety,,"We will do what it takes to make ship date, safely",,Always get job done/Reliable,Safety,"We have a great team in the shop, great experience level",,Experience/industry knowledge,,Reputation,,Maybe because the customer is not familiar with what we can do or deliver for them.,,Unfamiliar with Exterran,,
2007208260,Eastern Hemisphere (EH Region),Corporate/Office/Administration,Project Management,1 to 5 years,No,,UAE,,,,,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,,,,Customer service,Yes,Somewhat agree,Talking points/messages,Print advertising,Video (mobile),PowerPoint Slides,Product brochures,,,We are committed to providing our customers total solution,,Offers solutions to any problem,,"We have the resources and teams to Design, Build and Operate",,Range of capabilities,,We have a global presence that supports our Customers,,Global support,,Breadth of offering,,Lower Price,,Price,,
2025111212,North America (NA Region),Field Operations,Manager assistant and field tech,More than 10 years,No,,"Bakersfield, CA",,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,,,,,Market leadership,Yes,Somewhat agree,Talking points/messages,,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,,Great service,,Customer service focused,,Experience,,Experience/industry knowledge,,We find answers,,Offers solutions to any problem,,Service,,Benefits they receive personally,,Previous Relationship with Competitor,,
2007351143,North America (NA Region),Corporate/Office/Administration,,Less than 1 year,Yes,No,Greenspoint South,,Customer service,,,Reliability,,Quality,,Reputation,,Expertise of people,,,,,,Speed in delivery,Yes,Somewhat disagree,,,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,,best people the industry has to offer.,,Large number of workers available,,exceptional Quality processes.,,Quality,,We don't talk about being better we do it!,,Best,,Reputation,,Price.,,Price,,
2009043066,Operations Services Group (OSG),Field Operations,,More than 10 years,No,,"Lakewood, NY",,Customer service,Technological innovation,,Reliability,Performance,Quality,,,Experience in industry,Expertise of people,,,,,,Market leadership,Yes,Somewhat agree,,,,,,Technical literature,,customer service is the best you can get,,Customer service focused,,support for the rep is a phone call away,,Customer service focused,,we do other things for you under ams,,Offers solutions to any problem,,Quality,,"money, somebody is way below us",,Price,,
2112867009,North America (NA Region),Sales/Business Development,Sales / Parts,More than 10 years,No,,"Broussard, LA",,Customer service,,,Reliability,Performance,Quality,,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,,,,Market leadership,Yes,Somewhat disagree,,Print advertising,Video (mobile),PowerPoint Slides,Product brochures,,,we have the resources...,,Well-trained/qualified personnel,,we have several locations...,,Global support,,we deliver the best service...,,Customer service focused,,Quality,,"Other provider may have quoted it sooner when we are too busy.  We get several quote requests and orders a day and often we have to look up the part numbers, then search for the parts in our inventory line by line, then go to PLM.  Our process to sell something involves a lot of steps that slow us down.  So if we miss a sale, it's because we were working on other orders and couldn't get to one fast enough.",,Quicker quotes,,
2007341397,North America (NA Region),Field Operations,Supply Chain,6 to 10 years,Yes,No,"Bakersfield, CA",,,,,,,,Global presence,,Experience in industry,,,,Competitive pricing,,,Performance,Yes,Somewhat agree,Talking points/messages,,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,,of our wide product line.,,Range of products,,feild operations and support.,,Well-trained/qualified personnel,,we care about the needs and expecatation of our customers.,,Customer service focused,,Technical competence,,"because pricing, availablity, and/or good ol boy factors.",,Price,Previous Relationship with Competitor,Availability
2016188109,Eastern Hemisphere (EH Region),Corporate/Office/Administration,Legal,1 to 5 years,Yes,No,UAE,,,,,Reliability,,Quality,Global presence,,Experience in industry,,,Speed in delivery,,,,Performance,Yes,Somewhat agree,Talking points/messages,Print advertising,,,Product brochures,Technical literature,,we can supply any P. E. equipment required from the well down,,Range of products,,"fit for purpose, turn key solution",,Offers solutions to any problem,,"We can sell it, lease it and operate it",,Range of capabilities,,Reputation,,Too expensive,,Price,,
2007207345,North America (NA Region),Field Operations,,More than 10 years,Yes,Yes,"Belle Chasse, LA",,,,,,,Quality,Global presence,,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,,,,Customer service,Yes,Strongly Agree,,Print advertising,,,Product brochures,Technical literature,,We can deliver sooner,,Timely delivery,,We can support it better,,Service the product we manufacture,,We can save you money,,Best Price/Competitive Price,,Technical competence,,Pricing.,,Price,,
2017932650,North America (NA Region),Field Operations,,6 to 10 years,No,,"Pocola, OK",,,,Market Leadership,Reliability,,,Global presence,,Experience in industry,Expertise of people,Breadth and scale of offerings,,,,,Global presence,Yes,Strongly Agree,,,,,,Technical literature,,I work for them.,,I am an employee,,We have the best people with the most experience.,,Experience/industry knowledge,,We can provide what the customer needs.,,Offers solutions to any problem,,Experienced workforce,,"Convoluted management and lack of internal communication. I have witnessed large jobs lost because everything was aggreed upon at the local level with the customer and was planned. Then someone from corporate got involved and everything was messed up due to scheduling and miscommunication. For the most part we live in the same communities as our customers on a local level. We see them at the grocery store. When they call for service work, they aren't calling ""Exterran"". They are calling for ""Joe Smith"" because they have worked with him before and he just happens to work for ""Exterran"". I believe that if corporate would ""Support"" our local people instead of ""Schedule"" them we could provide our customers with the service they deserve and know that we can provide.",,Poor communications,,
2012382382,North America (NA Region),Field Operations,,1 to 5 years,No,,"Houma, LA",,Customer service,,Market Leadership,Reliability,Performance,Quality,Global presence,,,Expertise of people,,,,,,Market leadership,Yes,Somewhat agree,Talking points/messages,Print advertising,,,,Technical literature,,We can provide them with any piece of equipment  they need.,,Range of products,,We have the best run times in the business.,,Timely delivery,,We can provide the equipment faster.,,Timely delivery,,Breadth of offering,,We need to greatly improve in our sales department.  We have lost contracts because we didn't bid on a job that we knew about.  My customers never hear from our sales staff !!,,Poor communications,,
2007242864,Operations Services Group (OSG),Corporate/Office/Administration,Construction and Commissioning,Less than 1 year,Yes,Yes,UAE,,,,,,Performance,,Global presence,,Experience in industry,Expertise of people,,,Competitive pricing,,,Experience in industry,Yes,Somewhat agree,Talking points/messages,,,PowerPoint Slides,Product brochures,,,we can provide a full turnkey solution to your needs.,,Offers solutions to any problem,,we can manage the installation as well as operate it.,,Range of capabilities,,we can offer multiple compettiive solutions to fit the needs.,,Offers solutions to any problem,,Experienced workforce,,Did not offer suuficient flexibility for their operation.,,Other,,
2102302127,Eastern Hemisphere (EH Region),Engineering,Also assist in shop,6 to 10 years,Yes,Yes,Singapore,,Customer service,Technological innovation,,Reliability,Performance,,,Reputation,Experience in industry,,,,Competitive pricing,,,Experience in industry,Yes,Somewhat agree,,Print advertising,,PowerPoint Slides,Product brochures,Technical literature,,We have the best team,,Best,,We have the most expeiranced team in the area,,Experience/industry knowledge,,We can meet most all your needs in house,,Range of capabilities,,Service,,Price,,Price,,
2018173166,North America (NA Region),Field Operations,,More than 10 years,Yes,Yes,"Gillette, WY",,Customer service,,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,,,,,Market leadership,Yes,Somewhat agree,Talking points/messages,Print advertising,,,,,,footprint,,Global support,,purchase power,,Other,,we can go from development to operations,,Range of capabilities,,Quality,,Price,,Price,,
2017701304,North America (NA Region),Sales/Business Development,,More than 10 years,No,,"Broken Arrow, OK",,Customer service,,,,Performance,,Global presence,,Experience in industry,,Breadth and scale of offerings,,,,,Market leadership,Yes,Somewhat agree,,,,,,Technical literature,,we can provide the best solution for you,,Offers solutions to any problem,,we have a lot of experience in several product lines,,Experience/industry knowledge,,we built equipment up front so our deliveries are the best,,Timely delivery,,Experienced workforce,,we do not have the right offering in front of them,,Availability,,
2007429660,All regions/functions (executive),Corporate/Office/Administration,,1 to 5 years,Yes,Yes,Houston - Greenspoint North,,,,,,,,,,,,,,,,,,Yes,Somewhat disagree,Talking points/messages,Print advertising,,PowerPoint Slides,Product brochures,,,customer service,,Customer service focused,,loyalty,,Other,,we bid low and go over on poject budget. we just want to book projects,,Other,,Speed,none of the above. dirt cheap pricing,"quality, speed, technical competence",,Price,Delivery,Lack experienced personnel
2007233768,North America (NA Region),Corporate/Office/Administration,Parts Department,1 to 5 years,No,,"Wray, CO",,Customer service,,,Reliability,Performance,Quality,Global presence,,,Expertise of people,,Speed in delivery,,,,Market leadership,Yes,Somewhat disagree,Talking points/messages,Print advertising,,,Product brochures,,,We are reliable,,Always get job done/Reliable,,We are efficient,,Timely delivery,,We believe in customer service.,,Customer service focused,,Quality,,Lack of communication,,Poor communications,,
2007218682,North America (NA Region),Sales/Business Development,,1 to 5 years,No,,"Broken Arrow, OK",,Customer service,,,,,,Global presence,,Experience in industry,Expertise of people,,,,,,Experience in industry,Yes,Somewhat disagree,Talking points/messages,Print advertising,,,,,,we have excellent customer service,,Customer service focused,,We have people with lots of experience,,Experience/industry knowledge,,We are willing to go the extra mile,,Stand Behind Work/Integrity,,Breadth of offering,,We are slow on deliveries,,Delivery,,
2007497209,North America (NA Region),Corporate/Office/Administration,,1 to 5 years,No,,Canada,,,,,Reliability,,Quality,,Reputation,Experience in industry,Expertise of people,,Speed in delivery,Competitive pricing,,,Breadth and scale of offerings,Yes,Somewhat agree,Talking points/messages,,,,,Technical literature,,we are here o benefit our customers,,Customer service focused,,we are safety driven to meet industry standards,,Safety,,"we are very competitve with quality product lines, and we back it up.",,Stand Behind Work/Integrity,Quality,Speed,,normally a personal choice of there's.,,Previous Relationship with Competitor,,
2052136821,North America (NA Region),Field Operations,,6 to 10 years,No,,"Brenham, TX",,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Market leadership,Yes,Strongly Agree,Talking points/messages,,,,,,,product quality,,Quality,,employees that produce excellent workmanship,,Well-trained/qualified personnel,,we are there 24/7,,Availability,,Speed,,price,,Price,,
2009889565,North America (NA Region),Fabrication/Shop,Shipping receiving,1 to 5 years,No,,Canada,,,,,,,,,Reputation,Experience in industry,,,,,,,Global presence,Yes,Somewhat disagree,Talking points/messages,,,,Product brochures,Technical literature,,We have the expertise,,Experience/industry knowledge,,We are the safest,,Safety,,We are the most reliable,,Always get job done/Reliable,,Reputation,,Loyalty,,Previous Relationship with Competitor,,
