RespondentID,Support Region,Current Role,Current Role Other,Time with company,Supervisor,Supervise supervisors,Location,Location (Other),Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,Other,Q7. Other,What do you believe is the PRIMARY attribute that differentiates Exterran or makes us better than other companies in the industry?,Have you spoken with an Exterran customer or potential customer in the past 6 months?,Please tell us how strongly you agree or disagree with the following statement: I have the tools I need to talk about Exterran's advantages with customers and potential customers.,Talking points/messages,Print advertising,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,Other,Reasons 1 Code,Reason 1 Translated,Reason 1 Code 1,Reason 1 Code 2,Reason 2 ,Reason 2 Translated,Reason 2 Code 1,Reason 2 Code 2,Reason 3,Reason 3 Translated,Reason 3 Code 1,Reason 3 Code 2,"In your experience, What do customers most frequently tell you is the main reason that they choose Exterran over other providers?",Otherpleasespecify_B,"In your opinion, If a customer does not choose Exterran, what is the main reason they are likely to choose another provider?",Q14 Translated,Q14 Code 1,Q14 Code 2,Q14 Code 3
2090780755,Eastern Hemisphere (EH Region),Field Operations,,6 to 10 years,Yes,No,Nigeria,,Customer service,Technological innovation,,Reliability,Performance,Quality,,Reputation,Experience in industry,Expertise of people,,Speed in delivery,,,,Global presence,Yes,Somewhat disagree,Talking points/messages,Print advertising,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,,WE HAVE THE EXPERTISE,,Experience/industry knowledge,,TECHNOLOGY INNOVATION,,"Innovative, Adaptive, Technological",,AFTER MARKET SERVICES,,Other,,Experienced workforce,,HIGH PRICE,,Price,,
2007213698,Eastern Hemisphere (EH Region),Field Operations,,More than 10 years,Yes,Yes,Nigeria,,Customer service,,,,,,,,Experience in industry,Expertise of people,,,,,,Technological innovatin,Yes,Strongly Agree,,,,,,,All needed tools are available,We take our job serious,,Always get job done/Reliable,,We have personnel with experience,,Experience/industry knowledge,,Ability to get the job done,,Offers solutions to any problem,,Quality,,A bad job reputation,,Reputation,,
2007207034,North America (NA Region),Sales/Business Development,,1 to 5 years,No,,"Oklahoma City, OK",,,,,,,,,,Experience in industry,Expertise of people,Breadth and scale of offerings,,,,,Customer service,Yes,Somewhat agree,,Print advertising,,,,,,service infrastructure,,Customer service focused,,range of product offering,,Range of products,,Abilit to integrate the whole project,,Range of capabilities,,Breadth of offering,,lack of delivering performance in past dealings,,Poor previous experience with Exterran,,
2114161434,Operations Services Group (OSG),Field Operations,,1 to 5 years,No,,Brazil,Alagoas- Maceió,,,,,,,,,,,,,,14,"os bons profissionais,mas a maioria não tem se qualificado dentro da empresa",Global presence,Yes,Strongly disagree,,,,,,,Qualificação profissional dentro da empresa,A liderança do mercado de compressão de gás,The market leader in gas compression,Best,,A estrutura como um todo,The structure as a whole,Other,,a Qualificação profissional dentro da empresa,Qualified professionals within the company,Well-trained/qualified personnel,,Service,,"Que as outras empresas estão se qualificando,dando mais ensentivos aos funcionárioas e os mesmos trabalham com mais gosto,melhorando ,assim o atendimento ao cliente.","What other companies are qualifying, giving more ensentivos to funcionárioas and they work with more taste, thus improving customer service.",Other,,
2090818404,Latin American (LA Region),Field Operations,,6 to 10 years,No,,Brazil,,Customer service,,,Reliability,,,,,Experience in industry,Expertise of people,,,Competitive pricing,,,Global presence,Yes,Strongly disagree,,,Video (mobile),,,,,os funcionarios são qualificados e mal remunerados.,the staff are qualified and underpaid.,Well-trained/qualified personnel,,2,,,,1,,,,Reputation,,Melhor preço.,Best price,Price,,
2007203252,North America (NA Region),Sales/Business Development,,More than 10 years,No,,Greenspoint South,,,,,,,,,,Experience in industry,,,Speed in delivery,,,,Reliability,Yes,Somewhat agree,,,,,,,,...EXH offers the best equipment delivery,,Timely delivery,,"... high quality, conservatively designed high performance equipment.",,Quality,,...great expertise on multiple products and services.,,Experience/industry knowledge,,Price,,"Speed, Price and reputation (in that order)",,Price,Delivery,Reputation
2007208253,North America (NA Region),Corporate/Office/Administration,,Less than 1 year,No,,"Gaylord, MI",,Customer service,,,Reliability,,Quality,,Reputation,Experience in industry,,,Speed in delivery,,,,Reputation,Yes,Somewhat agree,Talking points/messages,,,,,,,.,,,,.,,,,.,,,,Quality,,.,,,,
2097333554,North America (NA Region),Field Operations,,More than 10 years,Yes,No,"Wray, CO",,Customer service,Technological innovation,,Reliability,Performance,Quality,,,Experience in industry,Expertise of people,,,,,,Performance,Yes,Somewhat disagree,,,,,,,,you tryed the rest now try the best,,Best,,working to find out problems,,Offers solutions to any problem,,,,,,Quality,,price and experienced help and lack of people,,Price,Lack experienced personnel,
2007221937,North America (NA Region),Sales/Business Development,,6 to 10 years,No,,"Broussard, LA",,,Technological innovation,,,,,Global presence,,Experience in industry,,,,,,,Expertise of people,Yes,Somewhat agree,Talking points/messages,,,PowerPoint Slides,,,,one stop shop for all your mechanical service needs.,,Range of capabilities,,work with you to be sure that all your equipment is in compliance.,,Customer service focused,,,,,,Technical competence,,"speed of service, price",,Price,Delivery,
2096590932,North America (NA Region),Field Operations,,1 to 5 years,Yes,No,"Carrizo, TX",,,,,,,,,,,,,,,,,,Yes,Somewhat agree,,,,,,,"I am not a salesman, Field tech rep here, when the customer has a problem that I can't immediatly solve, I ""we"" need backup. Supply chain, technical etc. Finding my way through it though.",Ask a salesman for that answer,,Don't know,,"Well, I had an excellent additional answer but it was too long.",,Don't know,,,,,,,,,,,,
2007738184,North America (NA Region),Engineering,,1 to 5 years,No,,"Broken Arrow, OK",,Customer service,,,,,,Global presence,,Experience in industry,,Breadth and scale of offerings,,Competitive pricing,,,Market leadership,Yes,Somewhat agree,,,,PowerPoint Slides,Product brochures,,,We're currently hiring,,Currently Hiring,,We're very accomodating to whatever the customer wants,,Customer service focused,,,,,,Quality,,Speed of delivery,,Delivery,,
2090683071,North America (NA Region),Field Operations,,6 to 10 years,Yes,No,"Broken Arrow, OK",,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,Speed in delivery,Competitive pricing,,,Global presence,Yes,Somewhat agree,Talking points/messages,,,,,,,service & start up,,Customer service focused,,We will assist in any way we can to help our customer,,Customer service focused,,,,,,Quality,,Service,,Customer Service,,
2090882948,Eastern Hemisphere (EH Region),Engineering,,Less than 1 year,No,,United Kingdom,,Customer service,,,,,Quality,,,Experience in industry,Expertise of people,,,Competitive pricing,,,Experience in industry,Yes,Somewhat agree,Talking points/messages,,,,,Technical literature,,WE WILL TAILOR THE PRODUCT TO YOUR EXACT REQUIREMENTS,,Meet Customer/Project Specifications,,WE UNDERSTAND YOUR NEEDS,,Customer service focused,,,,,,Service,,PRICE,,Price,,
2090946274,North America (NA Region),Fabrication/Shop,,6 to 10 years,Yes,No,Houston - Brittmoore,,Customer service,,,Reliability,,Quality,,Reputation,,,,,,,,Speed in delivery,Yes,Somewhat agree,,,,PowerPoint Slides,,,,we will do what ever it takes to make our units better.,,Always get job done/Reliable,,we need to contact customers and keep them happy,,Customer service focused,,,,,,Price,,Due to being unhappy with what my had happen in the past. We need to ensure our customers that we will change to get them back as customers.,,Poor previous experience with Exterran,,
2090922551,North America (NA Region),Field Operations,,6 to 10 years,Yes,Yes,"Bakersfield, CA",,,,,,,,,,,Expertise of people,,,,,,Global presence,Yes,Somewhat agree,Talking points/messages,,,,,,,We have recources beyond local folks,,Vast resources,,We have the best FST's with factory traning.,,Well-trained/qualified personnel,,,,,,Technical competence,,"We no bid, we no bid to many times",,Other,,
2013107140,North America (NA Region),Field Operations,,1 to 5 years,No,,"Fort Worth, TX",,Customer service,,,,Performance,,,,,Expertise of people,,,,,,Global presence,Yes,Somewhat disagree,Talking points/messages,,,,Product brochures,Technical literature,,we have great run time.,,Timely delivery,,we have good service.,,Customer service focused,,,,,,Quality,,"Price, reputation",,Price,Reputation,
2090780938,Eastern Hemisphere (EH Region),Field Operations,,1 to 5 years,Yes,Yes,Nigeria,,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Speed in delivery,Yes,Strongly Agree,Talking points/messages,,,PowerPoint Slides,Product brochures,Technical literature,,We Deliver Quality products,,Quality,,We have Competence personnels.,,Well-trained/qualified personnel,,,,,,Reputation,,,,,,
2007219325,Operations Services Group (OSG),Sales/Business Development,,1 to 5 years,No,,"Broken Arrow, OK",,,,,,,Quality,,Reputation,,Expertise of people,Breadth and scale of offerings,,,14,Ability to strategically modify stock plants for customers.,Reliability,Yes,Strongly Agree,Talking points/messages,,,,Product brochures,,,,,,,we have a full suite of equipment to service your need.,,Range of products,,,,,,Price,,Price,,Price,,
2009070884,North America (NA Region),Engineering,,1 to 5 years,No,,Houston - NHR,,Customer service,,Market Leadership,,Performance,,,,,Expertise of people,,,,,,Performance,Yes,Somewhat agree,,,,,,Technical literature,,We are largest,,Large company,,We do it the best,,Best,,,,,,Service,,"Price, speed, personal preference",,Price,Delivery,Previous Relationship with Competitor
2009512735,North America (NA Region),Engineering,,1 to 5 years,Yes,No,"Columbus, TX",,Customer service,,,,,Quality,Global presence,,,,,,,,,Speed in delivery,Yes,Somewhat agree,,,,,,Technical literature,,High Quality Product,,Quality,,We created the original design that everyone has copied,,Other,,,,,,Experienced workforce,,Price and possibly delivery,,Price,Delivery,
2007253534,North America (NA Region),Field Operations,,6 to 10 years,No,,"Fort Worth, TX",,Customer service,,,Reliability,Performance,Quality,,Reputation,Experience in industry,Expertise of people,,,,,,Quality,Yes,Strongly Agree,,,,,Product brochures,Technical literature,,We are reliable,,Always get job done/Reliable,,We care about our Customers needs,,Customer service focused,,,,,,Quality,,Close relations with Vendors employees.,,Previous Relationship with Competitor,,
2007367846,North America (NA Region),Field Operations,,More than 10 years,Yes,No,"Wray, CO",,Customer service,,,Reliability,Performance,Quality,,Reputation,Experience in industry,,,Speed in delivery,,,,Market leadership,Yes,Somewhat agree,,,,,Product brochures,,,Customer service,,Customer service focused,,we care,,Customer service focused,,,,,,Quality,,unit availability,,Availability,,
2008414979,Eastern Hemisphere (EH Region),Field Operations,,1 to 5 years,Yes,No,Nigeria,,,,Market Leadership,,,,Global presence,,Experience in industry,Expertise of people,Breadth and scale of offerings,,,,,Customer service,Yes,Somewhat agree,Talking points/messages,,Video (mobile),PowerPoint Slides,Product brochures,,,We have technical leaders in the industry.,,Technical experts,,We can customize any solution necessary for their needs.,,Offers solutions to any problem,,,,,,Experienced workforce,,"Price, but they lose in the experience and expertise end and usually end up calling us anyway.",,Price,,
20095040,Eastern Hemisphere (EH Region),Field Operations,,1 to 5 years,No,,Thailand,,Customer service,,Market Leadership,,,,,,Experience in industry,,,,,,,Quality,Yes,Strongly Agree,,,Video (mobile),,,Technical literature,,We are professional and you can trust me.,,Always get job done/Reliable,,We are trying to succeed your needs.,,Stand Behind Work/Integrity,,,,,,Experienced workforce,,,,,,
2023407549,North America (NA Region),Field Operations,,More than 10 years,Yes,Yes,"Casper, WY",,Customer service,,,Reliability,Performance,,,,,,,,,,,Market leadership,Yes,Somewhat agree,,Print advertising,,PowerPoint Slides,Product brochures,,,Customer service,,Customer service focused,,We are here to support them,,Customer service focused,,,,,,Quality,,Unit selection,,Better equipment,,
2090734403,North America (NA Region),Fabrication/Shop,,More than 10 years,Yes,No,"Wray, CO",,Customer service,,,,,,Global presence,,Experience in industry,,,,,,,Performance,Yes,Somewhat agree,,Print advertising,,PowerPoint Slides,,,,we stand behind our work,,Stand Behind Work/Integrity,,we are competitive,,"Innovative, Adaptive, Technological",,,,,,Quality,,,,,,
20083331,North America (NA Region),Engineering,,6 to 10 years,Yes,No,"Midland, TX",,,,,,,,,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,,,,,Experience in industry,Yes,Strongly Agree,Talking points/messages,Print advertising,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,,most expertise regarding the gas compression and processing industry.,,Technical experts,,vast amount of equipment choices.,,Range of products,,,,,,Experienced workforce,,"Usually pricing.  Typically our knowledge will sway customers to choose Exterran over a cheaper price offered by others.  Based on employee turnover, this knowledge expertise is moving to other competitors.",,Price,,
2017346297,Eastern Hemisphere (EH Region),Engineering,,1 to 5 years,Yes,No,UAE,,Customer service,,Market Leadership,Reliability,Performance,Quality,,Reputation,,Expertise of people,,Speed in delivery,Competitive pricing,,,Reliability,Yes,Somewhat agree,,,,PowerPoint Slides,,Technical literature,,About the fastest project execution quality,,Timely delivery,,Value for the money,,Best Price/Competitive Price,,,,,,Price,,NA,,,,
2011174796,Latin American (LA Region),Field Operations,,More than 10 years,Yes,Yes,Bolivia,,Customer service,,,,Performance,,,,Experience in industry,,,,,,,Global presence,Yes,Somewhat agree,,Print advertising,Video (mobile),,,Technical literature,,Tiene soporte global,Global support,Global support,,Tiene personal capacitado,Trained staff,Well-trained/qualified personnel,,,,,,Experienced workforce,,Precios,Prices,Delivery,,
2017656554,Operations Services Group (OSG),Corporate/Office/Administration,Human Resources,1 to 5 years,No,,"Columbus, TX",,Customer service,,,Reliability,Performance,,,Reputation,Experience in industry,Expertise of people,,,,,,Experience in industry,Yes,Somewhat agree,,,,,Product brochures,,,The people are great to work with.,,Well-trained/qualified personnel,,The knowledge of the industry is top notch.,,Experience/industry knowledge,,,,,,Technical competence,,Maybe price or delivery time??,,Price,Delivery,
2090710451,Latin American (LA Region),Corporate/Office/Administration,,1 to 5 years,No,,Argentina,Neuquen,,,,,,,,,Experience in industry,Expertise of people,,,,,,Experience in industry,Yes,Somewhat disagree,Talking points/messages,,Video (mobile),,,Technical literature,,For our vast experience,,Experience/industry knowledge,,Thanks to our experienced operators,,Technical experts,,,,,,Technical competence,,"The truth is that I am not qualified to comment on why a customer would choose another company, I have no information on what the competition offers and how it works. Only that if a customer opts for the competition is due to our failure at some point, service, price, quality.",,,,
2090828685,Eastern Hemisphere (EH Region),Field Operations,,1 to 5 years,No,,Nigeria,,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,,,,,Speed in delivery,Yes,Strongly Agree,,Print advertising,Video (mobile),,,,,Porque somos la empresa lider en Compresion de Gas,Because we are the leader in gas compression,Best,,Tenemos el personal mas capacitado para resolver problemas,Have the capacity and personnel to solve problems,Offers solutions to any problem,,,,,,Price,,,,,,
2095304231,Latin American (LA Region),Field Operations,,More than 10 years,Yes,Yes,Brazil,,,,,Reliability,Performance,,,,,,Breadth and scale of offerings,,,,,Technological innovatin,Yes,Strongly Agree,,,Video (mobile),PowerPoint Slides,,,,Nos preocupamos com o cliente,We care about the customer,Customer service focused,,Temos uma grande variedade de produtos,Have a wide variety of products,Range of products,,,,,,Experienced workforce,,Prazo de entrega dos projetos,Delivery of projects,Delivery,,
2007338093,Latin American (LA Region),Engineering,,Less than 1 year,Yes,No,Brazil,,Customer service,,,Reliability,,Quality,Global presence,Reputation,Experience in industry,Expertise of people,,,,,,Experience in industry,Yes,Strongly Agree,Talking points/messages,,,,,,,Tem um Ótimo Conhecimento na área.,Has a Great Knowledge in the area.,Technical experts,,Tem uma Ótima Estrutura Oficina.,Has a Great Design Workshop.,"Innovative, Adaptive, Technological",,,,,,Experienced workforce,,Preço.,Price,Price,,
2008689087,North America (NA Region),Field Operations,,More than 10 years,No,,"Wray, CO",,Customer service,,,,,,,,,,,,,,,Global presence,Yes,Strongly Agree,,,,,,,,service,,Customer service focused,,support,,Customer service focused,,,,,,Quality,,cost,,Price,,
2007968015,Latin American (LA Region),Field Operations,,1 to 5 years,Yes,Yes,Colombia,,,,,Reliability,Performance,,,,,Expertise of people,,,,,,Global presence,Yes,Somewhat disagree,Talking points/messages,Print advertising,,,,,,Tiene el personal con experiencia,Has experienced personnel,Experience/industry knowledge,,Su producto es de buena calidad,Good quality product,Quality,,,,,,Technical competence,,Precio,Price,Price,,
2029496429,North America (NA Region),Field Operations,,More than 10 years,Yes,Yes,Houston - Brittmoore,,,,,,,,Global presence,,Experience in industry,Expertise of people,Breadth and scale of offerings,,,,,Customer service,Yes,Somewhat agree,Talking points/messages,,,,,,,Global presence,,Global support,,Startup and warranty services,,Other,,,,,,Quality,,Bad experience on a previous project.,,Poor previous experience with Exterran,,
2008747079,Eastern Hemisphere (EH Region),Fabrication/Shop,Project & Construction,1 to 5 years,Yes,Yes,Indonesia,,Customer service,,,,Performance,,,,Experience in industry,,,Speed in delivery,,,,Technological innovatin,Yes,Somewhat agree,,Print advertising,,,Product brochures,Technical literature,,Company performance & experiences,,Experience/industry knowledge,,Speed Delivery for product sales,,Timely delivery,,,,,,Quality,,un-competible price,,Price,,
2094596279,Latin American (LA Region),Field Operations,,6 to 10 years,Yes,No,Mexico,villahermosa tabasco,Customer service,,,Reliability,,,,Reputation,Experience in industry,Expertise of people,,,,,,Reputation,Yes,Strongly Agree,,Print advertising,Video (mobile),,,,,por la experiencia que tiene al trabajar en la industria petrolera,Having the experience to work in the oil industry,Experience/industry knowledge,,somos especialistas en gas natural,Specialize in natural gas,Experience/industry knowledge,,,,,,Service,,en mexico por el precio mas bajo del mercado,"In Mexico, the lowest price in the market",Price,,
2007214417,North America (NA Region),Corporate/Office/Administration,,More than 10 years,Yes,No,Houston - Greenspoint North,,Customer service,,,Reliability,,,Global presence,,,,,Speed in delivery,,,,Market leadership,Yes,Somewhat disagree,Talking points/messages,,,,,,,I don't use that statement.  In collections that is not a,,Don't know,,sentence that would come up.,,,,,,,,Quality,,I would think because we did not have the right equipment available.,,Availability,,
2011131132,Latin American (LA Region),Corporate/Office/Administration,,6 to 10 years,Yes,No,Mexico,,,,,Reliability,Performance,,,,Experience in industry,Expertise of people,Breadth and scale of offerings,,,,,Technological innovatin,Yes,Somewhat agree,,Print advertising,,,,Technical literature,,da un buen desempeño,Good performance,Always get job done/Reliable,,se compromete para lograr las metas conjuntas,Works to achieve joint goals,Always get job done/Reliable,,,,,,Technical competence,,"tiempo de ejecucion  de los trabajos,",Time it takes to execute the work,Delivery,,
2028420380,Eastern Hemisphere (EH Region),Engineering,,More than 10 years,Yes,No,Houston - Brittmoore,,,,,,,,Global presence,,,,,,,,,Performance,Yes,Somewhat agree,,,,,,Technical literature,,Salesmen don't know what they are doing,,Other,,Sales will give away money,,,,,,,,Speed,,Price,,Price,,
2008236260,North America (NA Region),Field Operations,,6 to 10 years,Yes,No,"McAllen, TX",,,,,,,,,,,,,,,14,"We miss the boat when it comes to pricing and equipment availability in area's that have little or no growth due to economy. To many oppurtunity's are missed from not having a unit available to down size,.",Experience in industry,Yes,Somewhat agree,,,,,,,,Service,,Customer service focused,,Run Time/Availability,,Timely delivery,Availability,,,,,Speed,Price followed all others,Pricing,,Price,,
2009543432,North America (NA Region),Field Operations,,More than 10 years,Yes,No,"Brenham, TX",,Customer service,,,,,,,,Experience in industry,Expertise of people,,,,,,Market leadership,Yes,Somewhat agree,Talking points/messages,,,,,Technical literature,,field personnel experience,,Technical experts,,response time to customer needs in the field,,Timely delivery,,,,,,Quality,,Price,,Price,,
2009534870,North America (NA Region),Sales/Business Development,,1 to 5 years,No,,"Farmington, NM",,,,Market Leadership,,,,Global presence,,,,Breadth and scale of offerings,,,,,Customer service,Yes,Strongly disagree,Talking points/messages,,,PowerPoint Slides,,Technical literature,training of our product offerings,we support a large portion of the business,,Other,,Reasonably priced,,Best Price/Competitive Price,,,,,,Speed,,price,,Price,,
2090687822,Corporate Services Group (CSG),Corporate/Office/Administration,,6 to 10 years,No,,Houston - Greenspoint North,,Customer service,,,Reliability,Performance,Quality,,Reputation,,Expertise of people,,Speed in delivery,,,,Reliability,Yes,Somewhat agree,Talking points/messages,,,,,,,other then customer service a great company,,Customer service focused,,qulity,,Quality,,,,,,Reputation,,Poor customer service,,Customer Service,,
2015171163,Eastern Hemisphere (EH Region),,Proyectos,6 to 10 years,No,,UAE,,,,,,,,,,Experience in industry,Expertise of people,,,,,,Experience in industry,Yes,Somewhat agree,Talking points/messages,,,PowerPoint Slides,,,,Experiencia en la industria,Experience in the industry,Experience/industry knowledge,,Personal con Experiencia,Experienced personnel,Technical experts,,,,,,Breadth of offering,,Por el desempenio en los ultimos anios.,For their efforts in the last years,Previous Relationship with Competitor,,
2090710347,North America (NA Region),Field Operations,,1 to 5 years,No,,"Broussard, LA",,Customer service,,Market Leadership,,Performance,Quality,Global presence,,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,,,,Experience in industry,Yes,Somewhat disagree,,,,,Product brochures,Technical literature,,OUR EXPERIENCED TEAMS OF PERSONEL,,Well-trained/qualified personnel,,OUR BROAD RANGE OF PRODUCTS AND SUPPORT,,Range of products,,,,,,Quality,,A BAD PAST EXPERIENCE,,Poor previous experience with Exterran,,
2011179108,North America (NA Region),Field Operations,,More than 10 years,No,,"Roosevelt, UT",,,,,,,,,,,,,,,14,only compression company in area.,Market leadership,Yes,Somewhat disagree,Talking points/messages,,,,,,better call out support from roosevelt,in area,,Global support,,other compeditor 2 days call outs (jw),,Timely delivery,,,,,,,in area,no support from Roosevelt on call outs when I am off.,,Insufficient resources,,
2007236358,All regions/functions (executive),Fabrication/Shop,,6 to 10 years,Yes,Yes,Houston - Brittmoore,,,,,,,Quality,Global presence,,Experience in industry,,,,,,,Performance,Yes,Strongly Agree,Talking points/messages,,,,,,,Quality,,Quality,,On-time delivery,,Timely delivery,,,,,,Reputation,,Lead time,,Delivery,,
2007223711,North America (NA Region),Engineering,,Less than 1 year,No,,"Columbus, TX",,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Speed in delivery,Yes,Somewhat agree,,,,,Product brochures,Technical literature,,superior quality,,Quality,,on time delivery,,Timely delivery,,,,,,Service,,price,,Price,,
2008374931,North America (NA Region),Field Operations,,Less than 1 year,No,,"Summerfield, OH",,Customer service,,,,,Quality,,Reputation,Experience in industry,Expertise of people,,,,,,Global presence,Yes,Somewhat disagree,,,Video (mobile),,,Technical literature,,of the personal service we can provide.,,Customer service focused,,of the never quit additude of the employees,,Always get job done/Reliable,,,,,,Technical competence,,"perhaps price?, I'm really not knowledgable in this area.",,Price,,
2007303194,Operations Services Group (OSG),Corporate/Office/Administration,,More than 10 years,Yes,No,Houston - NHR,,,,Market Leadership,,,Quality,Global presence,,,,Breadth and scale of offerings,,,,,Performance,Yes,Somewhat agree,,Print advertising,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,,of our market experience.,,Experience/industry knowledge,,of our past history with them.,,History of excellence,,,,,,Experienced workforce,,Price and delivery,,Price,Delivery,
2007206018,Operations Services Group (OSG),Corporate/Office/Administration,,1 to 5 years,Yes,Yes,"Broussard, LA",,Customer service,Technological innovation,Market Leadership,Reliability,Performance,Quality,Global presence,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Performance,Yes,Somewhat disagree,Talking points/messages,,,,Product brochures,,,Buying power,,Other,,Many locations,,Global support,,,,,,Breadth of offering,,"Delivery, reputation.",,Delivery,Reputation,
2007205735,Operations Services Group (OSG),Fabrication/Shop,,1 to 5 years,Yes,Yes,"Broken Arrow, OK",,,,Market Leadership,,,,,,,,,Speed in delivery,,,,Reliability,Yes,Strongly disagree,Talking points/messages,Print advertising,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,,we are faster than other companies,,Timely delivery,,le are larger than other companies,,Large company,,,,,,,we are typicly second choice and selected based on availability of equipment or resorcess,"Brand name,",,Unfamiliar with Exterran,,
2007353078,North America (NA Region),Corporate/Office/Administration,,1 to 5 years,No,,"Houma, LA",,Customer service,,,,,,,Reputation,,,,,Competitive pricing,,,Experience in industry,Yes,Somewhat agree,,,,PowerPoint Slides,,,,Great customer service,,Customer service focused,,Largest gas compression,,Large company,,,,,,,I rarely speak to someone when I do I put them throught to management.,not sure,,,,
2029435628,North America (NA Region),Field Operations,,1 to 5 years,No,,"Fort Worth, TX",,Customer service,,,,,,,Reputation,,Expertise of people,,,,,,Market leadership,Yes,Somewhat agree,,,,,,Technical literature,,superior service,,Customer service focused,,knowledgable staff,,Technical experts,,,,,,Quality,,Usually pricing or lack of adequate equipment,,Price,Better equipment,
2114102021,Latin American (LA Region),Corporate/Office/Administration,,6 to 10 years,Yes,No,Argentina,,,,,,,,,,Experience in industry,Expertise of people,,,,,,Global presence,Yes,Somewhat agree,,,,PowerPoint Slides,Product brochures,,,its experience in the industry,,Experience/industry knowledge,,its people expertise,,Technical experts,,,,,,Technical competence,,Price  Delivery so slowly,,Price,Delivery,
2090752700,Operations Services Group (OSG),Engineering,QHSE,Less than 1 year,Yes,Yes,Oman,,Customer service,Technological innovation,,,,Quality,,Reputation,Experience in industry,Expertise of people,Breadth and scale of offerings,Speed in delivery,Competitive pricing,,,Reputation,Yes,Somewhat agree,,,,,Product brochures,,,Its got good reputation,,Reputation,,It is the best in this buisness,,Best,,,,,,Quality,,Competitive price,,Price,,
2008608819,North America (NA Region),Field Operations,,Less than 1 year,No,,"Liberty, TX",,Customer service,,,Reliability,Performance,,,,Experience in industry,Expertise of people,,Speed in delivery,,,,Technological innovatin,Yes,Somewhat agree,,,Video (mobile),,Product brochures,Technical literature,,We try our best to delever what the customer needs,,Customer service focused,,If you have a concern we will try to address it as quick as we can,,Customer service focused,,,,,,Quality,,Price,,Price,,
2009732082,North America (NA Region),Field Operations,,6 to 10 years,Yes,No,"Denver, CO",,Customer service,,,Reliability,,,Global presence,,Experience in industry,Expertise of people,Breadth and scale of offerings,,,,,Market leadership,Yes,Somewhat agree,Talking points/messages,,,,,Technical literature,,Customer Service is second to none,,Customer service focused,,"If I don't have the answer, I'll find someone that will",,,,,,,,Technical competence,,Relationship,,Previous Relationship with Competitor,,
2017546205,North America (NA Region),Field Operations,,6 to 10 years,No,,"Bridgeport, TX",,Customer service,,,Reliability,Performance,Quality,,Reputation,Experience in industry,,,,Competitive pricing,,,Quality,Yes,Somewhat disagree,Talking points/messages,Print advertising,,,Product brochures,Technical literature,,I beleave in our Company,,Other,,I think that we are the best,,Best,,,,,,Reputation,,Just to try other providers.,,Want multiple providers,,
2007215029,Corporate Services Group (CSG),Corporate/Office/Administration,,6 to 10 years,No,,Houston - Greenspoint North,,,,,,,,,,,,,,,,,,Yes,Somewhat disagree,,,,,,,,I am responsive to their needs,,Customer service focused,,I am available to assist them with issues unrelated my function,,Customer service focused,,,,,,,,We stub our toe and don't perform to meet their expectations.,,Poor previous experience with Exterran,,
2009080012,Operations Services Group (OSG),Field Operations,,More than 10 years,No,,"Columbia, MS",,Customer service,,,,,,,,Experience in industry,,,,,,,Global presence,Yes,Somewhat disagree,,Print advertising,,,Product brochures,Technical literature,,of most of the employes years of experience,,Experience/industry knowledge,,having the support group we have,,Well-trained/qualified personnel,,,,,,Technical competence,,pricing,,Price,,
2007362123,Eastern Hemisphere (EH Region),Field Operations,,1 to 5 years,Yes,Yes,Oman,,Customer service,,Market Leadership,,,Quality,,Reputation,Experience in industry,Expertise of people,,Speed in delivery,,14,HR,Speed in delivery,Yes,Strongly Agree,Talking points/messages,Print advertising,Video (mobile),PowerPoint Slides,Product brochures,Technical literature,,due to hse issue,,,,hard working team,,Well-trained/qualified personnel,,,,,,Quality,,Bad planing in the work,,Poor previous experience with Exterran,,
2008509841,Eastern Hemisphere (EH Region),Fabrication/Shop,,More than 10 years,Yes,Yes,Singapore,,,,,,Performance,Quality,,Reputation,,,,Speed in delivery,,,,Technological innovatin,Yes,Somewhat agree,,,,PowerPoint Slides,Product brochures,,,Customter Come First,,Customer service focused,,Good Quality,,Quality,,,,,,Quality,,,,,,
